Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP0545,Marketing,54,1647850,1,40.4,62,No
EMP0546,Sales,38,506467,11,54.7,65,No
EMP0547,Marketing,34,408607,2,33.0,66,No
EMP0548,Sales,31,1510805,11,50.0,53,No
EMP0549,Operations,59,797547,14,58.2,61,No
EMP0550,Operations,57,1071870,4,33.9,65,No
EMP0551,Finance,26,1242609,1,43.2,74,No
EMP0552,Marketing,28,1334481,18,52.1,66,No
EMP0553,Sales,40,1226283,11,50.7,74,No
EMP0554,Marketing,29,1698003,9,44.1,60,No
EMP0555,Marketing,25,1014168,3,44.1,64,No
EMP0556,Sales,32,1241291,1,54.7,60,No
EMP0557,Finance,30,1467465,16,54.9,77,No
EMP0558,HR,39,1662724,7,34.6,59,No
EMP0559,Sales,24,817836,14,41.2,91,Yes
EMP0560,HR,40,1298967,12,32.2,57,No
EMP0561,Marketing,36,840259,15,50.7,74,No
EMP0562,Finance,26,1552679,1,52.8,61,No
EMP0563,IT,29,1610683,0,56.7,43,No
EMP0564,Finance,35,911954,6,30.8,58,No
EMP0565,Sales,53,1269717,13,45.2,51,No
EMP0566,IT,58,582470,6,53.2,67,No
EMP0567,Operations,55,1548152,10,31.7,72,No
EMP0568,Marketing,25,382286,0,31.4,77,No
EMP0569,HR,54,1734716,12,55.8,56,No
EMP0570,IT,25,1420641,18,51.4,59,No
EMP0571,IT,40,1209766,8,38.3,83,No
EMP0572,Operations,51,391501,14,47.5,57,No
EMP0573,Marketing,28,1470249,19,31.0,63,No
EMP0574,HR,27,1402159,18,35.8,59,No
EMP0575,Sales,56,315177,14,48.7,66,No
EMP0576,Operations,60,729901,2,41.2,64,No
EMP0577,Operations,28,958693,14,55.5,61,No
EMP0578,Finance,41,1731113,17,54.2,78,No
EMP0579,HR,50,1230981,11,40.3,79,No
EMP0580,IT,57,541920,5,46.7,61,No
EMP0581,IT,34,1702200,9,41.4,70,No
EMP0582,IT,45,965082,0,51.6,71,No
EMP0583,IT,47,1306054,7,36.3,72,No
EMP0584,HR,54,1202976,13,37.0,48,No
EMP0585,Marketing,53,1041684,13,38.7,82,No
EMP0586,Finance,31,1010630,17,49.4,83,No
EMP0587,Finance,32,1247285,0,30.8,86,No
EMP0588,HR,54,1187570,15,59.8,49,No
EMP0589,Marketing,33,1314489,8,37.4,49,No
EMP0590,IT,48,1201769,17,36.6,61,No
EMP0591,Sales,36,968069,14,48.7,83,No
EMP0592,Operations,38,1270556,19,59.6,60,No
EMP0593,Sales,50,1781593,9,38.2,80,No
EMP0594,Marketing,35,1270403,3,33.6,90,No
EMP0595,IT,54,738798,16,49.1,100,Yes
EMP0596,IT,25,1079271,2,45.4,58,No
EMP0597,IT,47,1223166,9,45.0,53,No
EMP0598,HR,21,1196416,0,56.7,63,No
EMP0599,Sales,25,1748295,20,36.4,79,No
EMP0600,HR,37,456093,7,39.0,50,No
EMP0601,Sales,24,548057,0,40.4,67,No
EMP0602,HR,57,1708771,18,43.4,93,Yes
EMP0603,Sales,34,427421,20,31.0,67,No
EMP0604,Operations,57,1207462,20,36.6,69,No
EMP0605,Finance,54,1554582,10,55.8,73,No
EMP0606,Marketing,33,1667825,5,31.3,45,No
EMP0607,HR,38,1569028,9,39.4,64,No
EMP0608,IT,41,867702,10,44.5,100,Yes
EMP0609,HR,37,902786,3,55.4,66,No
EMP0610,Sales,29,287828,16,36.9,84,No
EMP0611,Sales,39,1318425,4,30.0,69,No
EMP0612,Sales,30,340290,14,32.2,69,No
EMP0613,Sales,45,1410587,4,46.7,69,No
EMP0614,HR,25,917020,1,43.8,49,No
EMP0615,HR,53,1255701,16,44.5,64,No
EMP0616,Sales,59,697679,4,41.2,36,No
EMP0617,HR,40,1537561,19,32.4,84,No
EMP0618,Sales,38,330841,13,43.8,61,No
EMP0619,Operations,47,1049287,0,36.3,92,No
EMP0620,Operations,60,721265,20,31.7,81,No
EMP0621,Marketing,47,710207,6,43.2,71,No
EMP0622,Marketing,53,896668,13,45.2,72,No
EMP0623,Finance,35,1376455,1,47.1,78,No
EMP0624,Finance,32,1255448,9,48.2,50,No
EMP0625,Operations,48,382997,1,36.5,79,No
EMP0626,HR,22,1700339,16,44.2,71,No
EMP0627,HR,25,797937,11,45.2,46,No
EMP0628,Sales,60,341761,12,37.1,54,No
EMP0629,Sales,55,567233,10,32.3,62,No
EMP0630,HR,48,1166515,10,42.5,68,No
EMP0631,Marketing,58,405967,1,36.4,84,No
EMP0632,Finance,53,1307736,8,50.8,75,No
EMP0633,HR,43,546532,16,52.5,82,No
EMP0634,IT,27,898831,10,51.2,84,No
EMP0635,HR,51,796737,3,50.4,74,No
EMP0636,HR,49,1314381,3,34.7,71,No
EMP0637,Operations,56,313553,20,39.9,55,No
EMP0638,Operations,22,1553629,19,59.6,82,No
EMP0639,HR,46,1633934,6,48.4,88,No
EMP0640,Marketing,32,856856,11,51.8,64,No
EMP0641,Sales,51,602482,8,52.1,88,Yes
EMP0642,IT,56,1686048,8,59.7,40,No
EMP0643,HR,52,545428,20,56.8,52,No
EMP0644,IT,35,1660907,0,50.7,71,No
EMP0645,Marketing,55,1535107,17,37.6,37,No
EMP0646,Sales,40,1033761,7,47.9,77,No
EMP0647,Sales,45,313477,1,59.5,89,No
EMP0648,Sales,47,977371,7,30.3,80,No
EMP0649,Marketing,55,1409478,8,57.6,72,No
EMP0650,Marketing,39,1606510,8,37.0,63,No
EMP0651,IT,45,863626,5,37.8,60,No
EMP0652,HR,36,1071706,16,48.6,75,No
EMP0653,Sales,36,1420936,14,34.6,84,No
EMP0654,Marketing,57,1641200,12,48.9,92,Yes
EMP0655,Sales,37,668352,6,31.6,94,No
EMP0656,Operations,24,278497,3,49.5,65,No
EMP0657,Sales,37,434847,18,37.1,77,No
EMP0658,Finance,44,335392,5,58.4,76,No
EMP0659,HR,53,1735794,7,48.1,76,No
EMP0660,Finance,45,526032,9,37.4,34,No
EMP0661,Marketing,24,497760,16,57.7,69,No
EMP0662,Operations,59,1027595,6,51.2,38,No
EMP0663,HR,57,1500819,7,55.8,45,No
EMP0664,Sales,58,574459,10,33.5,99,Yes
EMP0665,Finance,21,482845,10,43.0,78,No
EMP0666,Operations,52,464350,16,42.5,75,No
EMP0667,IT,53,912397,4,47.9,71,No
EMP0668,IT,60,558216,15,31.3,69,No
EMP0669,Sales,34,387664,19,57.0,40,No
EMP0670,IT,58,259972,6,31.3,80,No
EMP0671,HR,32,509706,6,56.4,66,No
EMP0672,HR,37,693902,2,58.1,50,No
EMP0673,HR,45,1649054,4,48.9,66,No
EMP0674,Finance,47,523538,1,56.0,74,No
EMP0675,IT,59,515638,17,53.9,78,No
EMP0676,Marketing,51,350728,1,49.1,63,No
EMP0677,IT,26,865827,20,55.2,78,No
EMP0678,HR,41,504163,12,46.3,62,No
EMP0679,IT,29,896936,18,39.7,83,No
EMP0680,Finance,56,1081633,10,39.8,86,Yes
EMP0681,Marketing,46,837939,17,35.9,100,Yes
EMP0682,HR,27,589535,1,41.0,72,No
EMP0683,HR,57,1705725,19,46.1,64,No
EMP0684,Operations,53,876341,3,52.7,69,No
EMP0685,Operations,38,1489839,4,59.1,63,No
EMP0686,Sales,23,1458337,0,41.1,73,No
EMP0687,Sales,49,1032408,11,47.4,86,Yes
EMP0688,IT,36,833645,11,42.3,85,Yes
EMP0689,Sales,28,269640,14,41.1,56,No
EMP0690,Operations,57,693190,19,41.6,52,No
EMP0691,Operations,22,742264,19,52.8,79,No
EMP0692,Sales,56,1723908,2,59.1,53,No
EMP0693,Finance,50,264311,7,48.0,62,No
EMP0694,Sales,46,1115743,13,54.7,87,Yes
EMP0695,Marketing,44,1139200,7,37.0,78,No
EMP0696,Sales,56,1704034,11,33.1,40,No
EMP0697,IT,24,1782278,20,32.8,72,No
EMP0698,Marketing,31,1011921,11,33.7,56,No
EMP0699,HR,46,1371937,7,48.1,46,No
EMP0700,Finance,25,950142,20,32.2,84,No
EMP0701,Marketing,34,762675,7,59.1,64,No
EMP0702,Marketing,23,1133701,11,37.3,65,No
EMP0703,Operations,52,333161,17,34.0,79,No
EMP0704,Sales,48,793450,20,40.2,55,No
EMP0705,HR,33,1213571,3,34.5,71,No
EMP0706,IT,34,252525,7,59.0,53,No
EMP0707,Marketing,46,609879,15,52.3,89,Yes
EMP0708,Marketing,44,818513,7,53.8,88,No
EMP0709,IT,42,1325240,9,44.2,77,No
EMP0710,Operations,33,1713797,9,33.2,47,No
EMP0711,Finance,46,761962,7,51.7,78,No
EMP0712,IT,42,600375,20,32.8,81,No
EMP0713,Sales,56,1020975,18,54.5,47,No
EMP0714,Sales,47,684537,18,37.5,70,No
EMP0715,Sales,30,1327551,11,32.1,63,No
EMP0716,Finance,49,1178345,15,35.5,69,No
EMP0717,IT,54,1085744,2,45.5,81,No
EMP0718,Operations,53,1222515,11,51.2,48,No
EMP0719,IT,45,319086,9,34.7,70,No
EMP0720,HR,41,1770973,17,38.3,83,No
EMP0721,Finance,26,1091276,18,37.1,48,No
EMP0722,Operations,45,1174973,12,57.2,48,No
EMP0723,Operations,58,1670146,7,45.0,67,No
EMP0724,Operations,45,364333,13,31.8,83,No
EMP0725,Finance,45,335462,17,59.5,90,Yes
EMP0726,Marketing,56,294207,6,50.7,71,No
EMP0727,Finance,31,878429,9,32.3,73,No
EMP0728,HR,40,1210619,14,31.5,77,No
EMP0729,Marketing,53,979185,13,33.7,49,No
EMP0730,Marketing,22,1230332,3,49.8,78,No
EMP0731,Operations,57,1302305,16,38.4,91,Yes
EMP0732,Operations,48,1660279,19,38.9,79,No
EMP0733,Operations,36,589428,13,40.2,52,No
EMP0734,Operations,50,307836,16,48.0,70,No
EMP0735,Marketing,55,1574870,4,41.0,95,No
EMP0736,HR,52,956360,15,57.7,74,No
EMP0737,Finance,33,1572878,17,52.8,51,No
EMP0738,Sales,58,1336914,1,33.2,63,No
EMP0739,Sales,57,1173815,15,47.3,55,No
EMP0740,Finance,30,1493658,11,43.9,53,No
EMP0741,Finance,21,1408171,0,46.1,70,No
EMP0742,Finance,45,1268670,5,44.4,68,No
EMP0743,IT,29,1467686,5,52.9,61,No
EMP0744,HR,26,1495477,16,45.7,88,Yes
EMP0745,HR,21,271073,17,37.4,61,No
EMP0746,Operations,32,1154002,14,30.8,77,No
EMP0747,Finance,57,512770,14,56.8,78,No
EMP0748,Sales,52,1213282,5,49.2,84,No
EMP0749,Finance,60,666943,11,31.4,88,Yes
EMP0750,HR,24,304211,11,33.8,66,No
EMP0751,Operations,51,1094092,20,33.6,79,No
EMP0752,IT,33,593506,17,40.7,74,No
EMP0753,Sales,32,1233877,16,31.9,63,No
EMP0754,Marketing,35,1268234,6,52.4,41,No
EMP0755,Operations,22,503544,8,33.8,45,No
EMP0756,Operations,55,408347,4,47.6,53,No
EMP0757,Sales,36,1713639,8,54.7,86,Yes
EMP0758,Marketing,33,1322512,16,30.6,74,No
EMP0759,Marketing,39,544806,10,35.3,79,No
EMP0760,Marketing,53,724153,12,46.8,72,No
EMP0761,HR,23,986103,17,37.6,68,No
EMP0762,HR,56,1054344,1,55.0,42,No
EMP0763,IT,33,1366735,0,30.1,44,No
EMP0764,Marketing,50,1562958,20,43.3,72,No
EMP0765,Finance,21,343809,10,32.8,88,Yes
EMP0766,Sales,45,1370812,4,38.7,80,No
EMP0767,IT,40,648107,1,51.0,55,No
EMP0768,Sales,24,652938,16,39.4,71,No
EMP0769,IT,53,549266,16,59.4,85,Yes
EMP0770,Finance,36,405983,7,59.5,79,No
EMP0771,Finance,23,691594,16,45.4,58,No
EMP0772,Sales,34,1378021,19,35.8,74,No
EMP0773,Finance,32,408491,0,43.3,53,No
EMP0774,Marketing,35,1504934,3,55.4,87,No
EMP0775,HR,58,1486414,15,47.0,89,Yes
EMP0776,Sales,49,587373,9,33.2,75,No
EMP0777,IT,53,1702183,14,40.3,96,Yes
EMP0778,Sales,29,366035,20,44.4,81,No
EMP0779,Operations,24,875407,12,54.9,81,No
EMP0780,Operations,53,1037711,13,59.9,77,No
EMP0781,HR,30,1463005,16,31.6,76,No
EMP0782,Marketing,45,1105166,9,41.2,56,No
EMP0783,IT,46,762275,3,30.8,84,No
EMP0784,Sales,34,1507329,4,52.9,83,No
EMP0785,IT,43,564745,15,40.7,59,No
EMP0786,Sales,30,639809,20,41.7,66,No
EMP0787,Finance,31,909184,7,31.2,50,No
EMP0788,HR,31,603495,17,58.0,91,Yes
EMP0789,Marketing,28,955871,9,49.7,77,No
EMP0790,Finance,37,496732,3,33.8,48,No
EMP0791,Operations,23,1062644,17,46.6,84,No
EMP0792,HR,42,488805,7,55.4,62,No
EMP0793,IT,37,999323,20,46.3,82,No
EMP0794,Sales,40,1235287,3,59.8,52,No
EMP0795,HR,32,1510040,1,50.2,87,No
EMP0796,IT,51,1602757,12,33.5,68,No
EMP0797,Sales,35,699237,8,32.1,55,No
EMP0798,HR,49,1697891,13,52.0,63,No
EMP0799,IT,26,587865,4,31.7,76,No
EMP0800,Marketing,31,1031152,8,57.5,67,No
EMP0801,HR,24,908542,7,52.2,79,No
EMP0802,Marketing,36,1523456,20,46.5,62,No
EMP0803,Marketing,54,930483,9,30.6,64,No
EMP0804,Sales,52,475173,6,35.8,70,No
EMP0805,Sales,29,1387574,17,58.4,61,No
EMP0806,Marketing,27,1224709,9,44.4,57,No
EMP0807,Sales,48,323743,15,41.7,63,No
EMP0808,Sales,59,566827,16,51.1,71,No
EMP0809,HR,26,1587388,11,45.5,62,No
EMP0810,Marketing,52,1271434,7,56.3,77,No
EMP0811,Marketing,34,1580883,18,42.6,63,No
EMP0812,HR,46,1302328,2,55.0,81,No
EMP0813,IT,35,422128,18,51.2,58,No
EMP0814,Operations,44,679750,14,58.9,65,No
EMP0815,Sales,50,1484403,7,33.8,50,No
EMP0816,Operations,44,529619,9,30.1,80,No
EMP0817,Sales,57,1222410,17,45.0,79,No
EMP0818,HR,49,433000,12,48.9,56,No
EMP0819,Operations,36,1588539,7,50.4,70,No
EMP0820,Marketing,30,1795543,15,34.3,56,No
EMP0821,HR,54,427134,3,46.5,82,No
EMP0822,Sales,46,1742741,9,46.6,31,No
EMP0823,HR,29,767502,5,56.3,84,No
EMP0824,Operations,43,528232,11,59.4,76,No
EMP0825,Marketing,33,467946,2,41.9,60,No
EMP0826,Sales,38,1578255,17,58.8,62,No
EMP0827,Finance,42,878417,16,47.2,84,No
EMP0828,Marketing,40,1686244,9,57.1,30,No
EMP0829,Marketing,24,1794706,10,57.5,60,No
EMP0830,HR,27,1314436,15,59.8,79,No
EMP0831,Operations,50,498158,4,31.3,92,No
EMP0832,Marketing,22,1268705,0,37.0,78,No
EMP0833,Operations,35,1772310,20,57.8,53,No
EMP0834,IT,28,282570,7,37.5,89,No
EMP0835,Finance,23,931940,2,49.7,58,No
EMP0836,Sales,37,1531291,7,39.8,84,No
EMP0837,Sales,52,331253,6,34.6,71,No
EMP0838,Sales,40,880335,14,54.1,60,No
EMP0839,HR,41,1596318,17,51.2,69,No
EMP0840,HR,24,1089446,10,40.3,72,No
EMP0841,HR,35,944461,0,57.4,71,No
EMP0842,Finance,25,863841,13,48.9,67,No
EMP0843,Operations,47,283732,13,48.2,59,No
EMP0844,Operations,27,1088217,16,43.8,68,No
EMP0845,Operations,53,1652646,20,41.3,87,Yes
EMP0846,HR,29,484703,8,46.7,64,No
EMP0847,IT,60,548522,16,53.7,60,No
EMP0848,Sales,36,1611770,7,52.0,55,No
EMP0849,Operations,58,1575328,15,30.2,73,No
EMP0850,IT,58,1305025,1,44.9,69,No
EMP0851,Finance,32,1030586,4,37.5,77,No
EMP0852,Sales,33,547854,7,50.2,68,No
EMP0853,Finance,55,1027519,3,42.8,76,No
EMP0854,IT,36,1044423,0,30.3,82,No
EMP0855,HR,58,346287,18,45.2,69,No
EMP0856,Sales,56,662800,16,56.4,59,No
EMP0857,IT,48,1103139,0,38.1,72,No
EMP0858,IT,23,1634696,1,34.4,77,No
EMP0859,IT,37,1207657,9,31.0,69,No
EMP0860,IT,27,911997,7,55.5,74,No
EMP0861,HR,50,1129676,20,48.7,81,No
EMP0862,IT,50,1140544,15,37.1,70,No
EMP0863,Operations,54,673711,15,59.6,76,No
EMP0864,Sales,22,1125445,9,46.7,51,No
EMP0865,Finance,50,330611,8,53.3,47,No
EMP0866,HR,49,530828,5,57.0,75,No
EMP0867,HR,39,551084,18,42.4,85,Yes
EMP0868,Operations,39,462883,3,58.3,74,No
EMP0869,IT,49,866331,19,51.9,73,No
EMP0870,IT,42,1162510,3,42.1,90,No
EMP0871,HR,49,1263530,7,51.5,55,No
EMP0872,HR,54,812133,5,34.4,71,No
EMP0873,Operations,29,1493223,4,43.5,73,No
EMP0874,Marketing,58,1703352,9,31.4,63,No
EMP0875,HR,25,1392719,2,41.6,71,No
EMP0876,Sales,26,1295494,8,52.2,79,No
EMP0877,Marketing,40,1647074,13,53.9,44,No
EMP0878,IT,57,950775,2,52.1,77,No
EMP0879,Marketing,49,825410,17,38.6,52,No
EMP0880,IT,36,293586,0,57.0,53,No
EMP0881,Operations,24,763065,12,59.6,44,No
EMP0882,Sales,58,1124724,6,47.6,60,No
EMP0883,HR,24,1457296,4,38.8,89,No
EMP0884,HR,41,380535,17,36.4,64,No
EMP0885,Finance,39,760432,2,46.1,65,No
EMP0886,Marketing,25,486110,9,54.1,71,No
EMP0887,Operations,56,335264,10,47.8,52,No
EMP0888,IT,49,648073,11,38.0,52,No
EMP0889,Marketing,55,1077069,4,30.5,67,No
EMP0890,IT,52,767413,10,57.4,73,No
EMP0891,Operations,29,977265,5,40.3,65,No
EMP0892,Operations,46,1260152,1,43.3,45,No
EMP0893,Finance,42,560176,1,47.7,57,No
EMP0894,Operations,42,574352,15,58.3,59,No
EMP0895,Marketing,47,1133585,11,50.3,71,No
EMP0896,Sales,59,1456585,11,50.5,77,No
EMP0897,Marketing,25,1392545,9,41.1,82,No
EMP0898,Marketing,53,873436,2,39.0,84,No
EMP0899,Marketing,28,447010,19,41.7,53,No
EMP0900,Sales,58,398237,6,46.7,74,No
EMP0901,HR,39,594027,6,56.6,71,No
EMP0902,Finance,40,713876,10,57.4,92,Yes
EMP0903,Marketing,57,704503,10,40.9,70,No
EMP0904,Operations,50,792685,16,35.8,49,No
EMP0905,Sales,38,1159513,1,37.2,88,No
EMP0906,Sales,44,1470766,11,35.9,58,No
EMP0907,IT,27,1595436,12,34.2,93,Yes
EMP0908,HR,58,1706966,14,59.9,42,No
EMP0909,Sales,53,1736897,20,42.3,67,No
EMP0910,HR,48,1103709,1,49.2,58,No
EMP0911,IT,47,458713,15,51.8,75,No
EMP0912,Finance,53,934882,17,53.4,52,No
EMP0913,Finance,25,541665,17,33.7,62,No
EMP0914,Finance,44,427541,12,45.5,63,No
EMP0915,Finance,30,811742,12,57.4,90,Yes
EMP0916,Sales,33,1034660,8,50.7,85,Yes
EMP0917,Finance,51,1371245,20,48.3,88,Yes
EMP0918,Marketing,24,1442773,13,59.0,70,No
EMP0919,Finance,37,1511175,13,50.2,22,No
EMP0920,Operations,28,1050449,3,42.0,58,No
EMP0921,Marketing,42,954389,17,38.2,52,No
EMP0922,Operations,28,844175,10,34.9,48,No
EMP0923,Finance,28,1692052,0,57.3,93,No
EMP0924,Operations,23,1404250,19,47.9,94,Yes
EMP0925,HR,56,329373,7,50.0,95,No
EMP0926,Operations,54,766515,5,49.2,62,No
EMP0927,IT,60,425029,17,31.5,55,No
EMP0928,Sales,26,1122045,20,55.7,84,No
EMP0929,Operations,29,1230487,6,52.4,60,No
EMP0930,Finance,38,936634,10,45.0,48,No
EMP0931,Operations,22,1638541,7,49.8,67,No
EMP0932,Operations,39,1640173,1,42.6,37,No
EMP0933,Finance,29,1745177,20,36.7,54,No
EMP0934,Finance,48,808910,1,42.2,80,No
EMP0935,IT,26,553962,18,51.2,70,No
EMP0936,HR,32,1219977,6,43.3,58,No
EMP0937,IT,44,1179985,18,33.5,87,Yes
EMP0938,Operations,23,1512189,2,42.5,87,No
EMP0939,IT,21,1116767,0,55.3,80,No
EMP0940,Finance,24,290221,14,39.5,92,Yes
EMP0941,Sales,38,583481,13,46.9,68,No
EMP0942,Operations,23,424094,2,53.9,86,No
EMP0943,Operations,49,1513536,17,38.6,90,Yes
EMP0944,Finance,23,1526081,9,49.9,69,No
EMP0945,Operations,24,612741,12,32.3,79,No
EMP0946,Finance,45,1258174,18,49.2,80,No
EMP0947,IT,45,993232,19,52.0,93,Yes
EMP0948,Sales,30,1728965,7,31.1,53,No
EMP0949,Marketing,26,1347611,16,33.9,44,No
EMP0950,Operations,34,778886,1,55.4,61,No
EMP0951,Operations,30,850728,6,58.1,75,No
EMP0952,Marketing,55,591974,19,39.0,87,Yes
EMP0953,Finance,49,1604936,17,35.2,54,No
EMP0954,Operations,46,922180,3,40.4,57,No
EMP0955,Operations,55,624362,2,59.5,49,No
EMP0956,Sales,23,1674191,19,31.1,68,No
EMP0957,IT,25,346292,14,50.2,56,No
EMP0958,Marketing,40,1413186,13,42.9,83,No
EMP0959,Operations,48,1646585,20,48.9,57,No
EMP0960,HR,36,1097281,18,40.7,68,No
EMP0961,HR,32,1025267,15,50.3,95,Yes
EMP0962,Finance,34,818382,4,39.9,42,No
EMP0963,Marketing,23,612198,3,59.7,95,No
EMP0964,Marketing,54,431024,14,42.4,35,No
EMP0965,Operations,49,410983,14,43.1,64,No
EMP0966,Sales,38,1157950,0,43.9,72,No
EMP0967,Marketing,21,659379,7,41.4,62,No
EMP0968,HR,42,1270827,8,30.8,42,No
EMP0969,Operations,37,1704416,1,54.9,71,No
EMP0970,Sales,29,752879,2,51.7,99,No
EMP0971,Marketing,38,1614639,13,57.2,60,No
EMP0972,IT,45,914848,4,41.8,64,No
EMP0973,Finance,24,1743509,20,47.2,60,No
EMP0974,Finance,39,1291052,9,55.2,64,No
EMP0975,Marketing,58,648632,6,32.9,68,No
EMP0976,Marketing,47,609449,3,48.3,56,No
EMP0977,Operations,27,1414528,2,43.4,77,No
EMP0978,Sales,47,320829,12,41.0,79,No
EMP0979,Sales,37,300519,20,30.6,91,Yes
EMP0980,Finance,39,362053,1,53.7,52,No
EMP0981,HR,28,1341147,11,59.7,58,No
EMP0982,IT,27,1548169,11,35.3,69,No
EMP0983,Sales,36,851912,13,54.0,66,No
EMP0984,Operations,34,1546892,12,49.3,46,No
EMP0985,Sales,38,1669361,12,41.9,60,No
EMP0986,Marketing,49,549460,1,57.9,91,No
EMP0987,HR,26,1148079,5,36.7,54,No
EMP0988,Marketing,23,929689,15,44.6,92,Yes
EMP0989,Marketing,46,560859,10,32.3,59,No
EMP0990,HR,38,513534,12,56.9,52,No
EMP0991,IT,43,471160,10,36.6,55,No
EMP0992,HR,49,1201230,12,46.5,65,No
EMP0993,Marketing,29,1271686,20,35.9,80,No
EMP0994,IT,52,609914,17,41.2,59,No
EMP0995,Sales,45,847060,2,48.4,72,No
EMP0996,IT,57,603355,15,33.6,68,No
EMP0997,IT,56,1571775,9,35.0,72,No
EMP0998,Finance,59,937744,6,47.3,80,No
EMP0999,Marketing,51,250917,9,33.3,87,Yes
EMP1000,Marketing,41,1364640,0,58.6,62,No
EMP1001,Operations,21,694724,19,38.5,48,No
EMP1002,Finance,30,1005355,9,47.4,66,No
EMP1003,Sales,40,911717,7,57.1,86,No
EMP1004,Sales,28,1546747,12,58.0,65,No
EMP1005,Finance,52,1378618,0,36.8,82,No
EMP1006,Operations,31,309911,9,58.4,73,No
EMP1007,Finance,25,543187,20,47.8,80,No
EMP1008,Marketing,53,325822,11,38.1,57,No
EMP1009,Marketing,40,1682897,18,34.8,89,Yes
EMP1010,Finance,57,1765578,6,43.1,82,No
EMP1011,Marketing,35,1367023,7,53.2,81,No
EMP1012,Finance,42,373535,10,39.6,89,Yes
EMP1013,Marketing,32,417152,2,57.0,71,No
EMP1014,IT,22,793658,6,51.7,65,No
EMP1015,Sales,26,783848,20,38.3,66,No
EMP1016,Operations,40,1692829,19,52.5,76,No
EMP1017,HR,48,877748,3,31.0,53,No
EMP1018,IT,59,1682203,7,33.6,71,No
EMP1019,HR,48,460995,20,43.7,73,No
EMP1020,Finance,51,811785,18,37.8,56,No
EMP1021,Finance,43,1797498,1,57.6,69,No
EMP1022,Marketing,35,1700528,1,31.5,77,No
EMP1023,Marketing,40,992629,18,59.3,82,No
EMP1024,HR,36,939510,15,56.1,57,No
EMP1025,Marketing,59,1540339,14,39.2,91,Yes
EMP1026,Sales,23,1014650,14,55.3,62,No
EMP1027,IT,44,1442634,0,54.8,70,No
EMP1028,Operations,24,734980,12,57.8,66,No
EMP1029,Finance,37,1417286,6,34.0,74,No
EMP1030,Finance,41,650307,1,40.4,97,No
EMP1031,Marketing,44,896212,1,44.6,87,No
EMP1032,Operations,39,1627034,10,39.8,79,No
EMP1033,HR,54,691169,20,56.4,58,No
EMP1034,Finance,56,1717503,6,53.2,53,No
EMP1035,Marketing,24,691561,16,33.8,65,No
EMP1036,Finance,44,777303,10,53.4,79,No
EMP1037,Finance,32,720937,20,48.2,67,No
EMP1038,HR,28,732912,7,42.2,52,No
EMP1039,Finance,58,1326990,8,42.5,100,Yes
EMP1040,Sales,29,257487,15,36.6,71,No
EMP1041,Finance,57,547048,3,40.0,42,No
EMP1042,Finance,38,1549861,8,49.1,60,No
EMP1043,HR,35,260545,19,47.9,78,No
EMP1044,IT,42,264524,13,57.1,68,No
EMP1045,Finance,41,252459,7,41.4,60,No
EMP1046,Finance,36,878184,14,41.9,83,No
EMP1047,IT,53,574571,4,48.9,54,No
EMP1048,Sales,50,1284030,8,47.8,84,No
EMP1049,HR,22,1768256,13,44.6,100,Yes
EMP1050,Finance,27,334287,9,41.7,100,Yes
EMP1051,Operations,25,1215680,18,52.3,82,No
EMP1052,Sales,33,588790,15,39.2,44,No
EMP1053,Marketing,32,1752994,4,42.6,97,No
EMP1054,HR,59,1511288,18,51.3,56,No
EMP1055,Marketing,55,1018191,14,41.1,59,No
EMP1056,Marketing,33,1095184,14,35.0,59,No
EMP1057,Marketing,31,935408,20,58.8,100,Yes
EMP1058,IT,45,827879,10,46.8,40,No
EMP1059,IT,50,1647530,0,55.3,57,No
EMP1060,Operations,49,1435295,19,31.6,55,No
EMP1061,HR,43,796875,17,31.5,72,No
EMP1062,HR,46,519710,0,48.3,79,No
EMP1063,Sales,44,1600175,7,41.3,63,No
EMP1064,Sales,23,955702,6,35.2,85,No
EMP1065,IT,26,287811,11,53.9,72,No
EMP1066,IT,42,428530,3,31.2,78,No
EMP1067,HR,41,1010480,6,39.5,63,No
EMP1068,HR,27,583443,18,57.9,76,No
EMP1069,IT,46,1687934,12,53.1,62,No
EMP1070,IT,35,1620840,13,40.3,76,No
EMP1071,Finance,53,995448,2,31.5,94,No
EMP1072,Marketing,51,719014,6,46.6,56,No
EMP1073,Sales,37,657181,10,49.1,74,No
EMP1074,Operations,43,894215,14,49.4,98,Yes
EMP1075,Marketing,25,1279123,12,43.8,64,No
EMP1076,IT,29,1571268,9,43.2,100,Yes
EMP1077,HR,22,1134372,10,50.7,96,Yes
EMP1078,Operations,52,941239,19,31.4,51,No
EMP1079,Finance,53,543087,13,48.2,64,No
EMP1080,HR,47,1437684,7,59.6,63,No
EMP1081,Sales,21,1579755,20,48.8,55,No
EMP1082,Marketing,31,931954,15,33.4,86,Yes
EMP1083,Marketing,33,1251335,9,57.7,86,Yes
EMP1084,Sales,46,1704276,18,47.3,65,No
EMP1085,IT,57,1284817,5,47.3,62,No
EMP1086,Sales,43,1154677,5,39.5,100,No
EMP1087,Sales,24,1203780,2,49.2,56,No
EMP1088,Sales,51,835207,9,34.2,87,Yes
EMP1089,IT,41,1396215,19,44.3,83,No
EMP1090,Finance,55,556025,11,47.3,74,No
